date,start_value,gross_return,gross_pnl,turnover,cost_rate,cost_dollars,net_return,net_pnl,end_value,positions,is_rebalance,signal_date
2020-01-02,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,True,
2020-01-03,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,False,
2020-01-06,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,False,
2020-01-07,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,False,
2020-01-08,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,False,
2020-01-09,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,False,
2020-01-10,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,False,
2020-01-13,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,False,
2020-01-14,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,False,
2020-01-15,1000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0,0,False,
2020-01-16,1000000.0,0.0012972288998530546,1297.2288998530546,0.5,0.0005,500.0,0.0007972288998530546,797.2288998530546,1000797.2288998531,11,True,2020-01-15
2020-01-17,1000797.2288998531,-0.0073155063352129575,-7321.338468280447,0.0,0.0,0.0,-0.0073155063352129575,-7321.338468280447,993475.8904315726,11,False,
2020-01-20,993475.8904315726,0.005053885425241258,5020.913322980706,0.0,0.0,0.0,0.005053885425241258,5020.913322980706,998496.8037545533,11,False,
2020-01-21,998496.8037545533,-0.002083231857077917,-2080.1003507719624,0.0,0.0,0.0,-0.002083231857077917,-2080.1003507719624,996416.7034037814,11,False,
2020-01-22,996416.7034037814,0.0011290622366505237,1125.0164717810148,0.0,0.0,0.0,0.0011290622366505237,1125.0164717810148,997541.7198755625,11,False,
2020-01-23,997541.7198755625,0.0012200879624903777,1217.0886445021222,0.0,0.0,0.0,0.0012200879624903777,1217.0886445021222,998758.8085200646,11,False,
2020-01-24,998758.8085200646,0.0034150524649150145,3410.8137308920295,0.0,0.0,0.0,0.0034150524649150145,3410.8137308920295,1002169.6222509566,11,False,
2020-01-27,1002169.6222509566,-0.001914563289956007,-1918.7171690707603,0.0,0.0,0.0,-0.001914563289956007,-1918.7171690707603,1000250.9050818859,11,False,
2020-01-28,1000250.9050818859,-0.006508684065202659,-6510.317127111008,0.0,0.0,0.0,-0.006508684065202659,-6510.317127111008,993740.5879547748,11,False,
2020-01-29,993740.5879547748,0.0037483925122582403,3724.9297790167793,0.0,0.0,0.0,0.0037483925122582403,3724.9297790167793,997465.5177337916,11,False,
2020-01-30,997465.5177337916,0.003944296571819663,3934.299822105719,0.9552502631075201,0.0009552502631075202,952.8291982558833,0.0029890463087121426,2981.470623849836,1000446.9883576415,10,True,2020-01-29
2020-01-31,1000446.9883576415,0.0009398646474093799,940.2847559645307,0.0,0.0,0.0,0.0009398646474093799,940.2847559645307,1001387.273113606,10,False,
2020-02-03,1001387.273113606,0.0029286418420621896,2932.704668149064,0.0,0.0,0.0,0.0029286418420621896,2932.704668149064,1004319.9777817552,10,False,
2020-02-04,1004319.9777817552,-0.0017482347647020061,-1755.7871000428108,0.0,0.0,0.0,-0.0017482347647020061,-1755.7871000428108,1002564.1906817124,10,False,
2020-02-05,1002564.1906817124,0.009563864245760232,9588.387817340372,0.0,0.0,0.0,0.009563864245760232,9588.387817340372,1012152.5784990527,10,False,
2020-02-06,1012152.5784990527,0.009940967241235787,10061.775625991415,0.0,0.0,0.0,0.009940967241235787,10061.775625991415,1022214.3541250441,10,False,
2020-02-07,1022214.3541250441,0.008427883825425982,8615.103821248726,0.0,0.0,0.0,0.008427883825425982,8615.103821248726,1030829.4579462928,10,False,
2020-02-10,1030829.4579462928,0.0016234628873033979,1673.513368114885,0.0,0.0,0.0,0.0016234628873033979,1673.513368114885,1032502.9713144077,10,False,
2020-02-11,1032502.9713144077,0.0038957646080671022,4022.3885333707917,0.0,0.0,0.0,0.0038957646080671022,4022.3885333707917,1036525.3598477785,10,False,
2020-02-12,1036525.3598477785,0.0026287865594054466,2724.803934450734,0.0,0.0,0.0,0.0026287865594054466,2724.803934450734,1039250.1637822292,10,False,
2020-02-13,1039250.1637822292,0.00033320111345745945,346.2793117330859,1.0,0.001,1039.2501637822293,-0.0006667988865425406,-692.9708520491433,1038557.19293018,10,True,2020-02-12
2020-02-14,1038557.19293018,0.006398265573736857,6644.964733881958,0.0,0.0,0.0,0.006398265573736857,6644.964733881958,1045202.157664062,10,False,
2020-02-17,1045202.157664062,-0.010061819687524542,-10516.635647427389,0.0,0.0,0.0,-0.010061819687524542,-10516.635647427389,1034685.5220166346,10,False,
2020-02-18,1034685.5220166346,-0.0027529253071051406,-2848.4119584548866,0.0,0.0,0.0,-0.0027529253071051406,-2848.4119584548866,1031837.1100581797,10,False,
2020-02-19,1031837.1100581797,0.0012494706995944088,1289.2502357718668,0.0,0.0,0.0,0.0012494706995944088,1289.2502357718668,1033126.3602939516,10,False,
2020-02-20,1033126.3602939516,0.000397158276341845,410.31468449766976,0.0,0.0,0.0,0.000397158276341845,410.31468449766976,1033536.6749784492,10,False,
2020-02-21,1033536.6749784492,-0.0010251325435362475,-1059.5120804586536,0.0,0.0,0.0,-0.0010251325435362475,-1059.5120804586536,1032477.1628979906,10,False,
2020-02-24,1032477.1628979906,0.0013805286871873938,1425.364342246528,0.0,0.0,0.0,0.0013805286871873938,1425.364342246528,1033902.5272402371,10,False,
2020-02-25,1033902.5272402371,-0.00036661852818771707,-379.0478228263768,0.0,0.0,0.0,-0.00036661852818771707,-379.0478228263768,1033523.4794174107,10,False,
2020-02-26,1033523.4794174107,-0.0034917945221700124,-3608.851623963806,0.0,0.0,0.0,-0.0034917945221700124,-3608.851623963806,1029914.6277934469,10,False,
2020-02-27,1029914.6277934469,0.004816566296246603,4960.652084241281,0.9250922288801314,0.0009250922288801314,952.7660185816907,0.0038914740673664716,4007.8860656595903,1033922.5138591065,10,True,2020-02-26
2020-02-28,1033922.5138591065,0.009935981770634268,10273.035249952438,0.0,0.0,0.0,0.009935981770634268,10273.035249952438,1044195.5491090589,10,False,
2020-03-02,1044195.5491090589,-0.010784707908398212,-11261.34399639068,0.0,0.0,0.0,-0.010784707908398212,-11261.34399639068,1032934.2051126682,10,False,
2020-03-03,1032934.2051126682,0.004829459658591062,4988.514073570457,0.0,0.0,0.0,0.004829459658591062,4988.514073570457,1037922.7191862387,10,False,
2020-03-04,1037922.7191862387,0.000471290112584552,489.1627151793468,0.0,0.0,0.0,0.000471290112584552,489.1627151793468,1038411.8819014181,10,False,
2020-03-05,1038411.8819014181,-0.017639129102711416,-18316.681246648634,0.0,0.0,0.0,-0.017639129102711416,-18316.681246648634,1020095.2006547694,10,False,
2020-03-06,1020095.2006547694,-0.003143024043792938,-3206.1837426157217,0.0,0.0,0.0,-0.003143024043792938,-3206.1837426157217,1016889.0169121537,10,False,
2020-03-09,1016889.0169121537,0.0028723844341569664,2920.8961834436504,0.0,0.0,0.0,0.0028723844341569664,2920.8961834436504,1019809.9130955973,10,False,
2020-03-10,1019809.9130955973,-0.01529247825008322,-15595.42091523368,0.0,0.0,0.0,-0.01529247825008322,-15595.42091523368,1004214.4921803636,10,False,
2020-03-11,1004214.4921803636,0.013661262247578885,13718.837530495202,0.0,0.0,0.0,0.013661262247578885,13718.837530495202,1017933.3297108589,10,False,
2020-03-12,1017933.3297108589,0.00928980532146188,9456.402463241348,0.8218553956450276,0.0008218553956450276,836.5939994297783,0.008467949925816853,8619.808463811569,1026553.1381746704,10,True,2020-03-11
2020-03-13,1026553.1381746704,-0.0013453338712925904,-1381.0567074680869,0.0,0.0,0.0,-0.0013453338712925904,-1381.0567074680869,1025172.0814672023,10,False,
2020-03-16,1025172.0814672023,-0.010811696224726913,-11083.849122894382,0.0,0.0,0.0,-0.010811696224726913,-11083.849122894382,1014088.2323443079,10,False,
2020-03-17,1014088.2323443079,0.012117958632880413,12288.679249639144,0.0,0.0,0.0,0.012117958632880413,12288.679249639144,1026376.9115939471,10,False,
2020-03-18,1026376.9115939471,-0.00299612773660011,-3075.156333032584,0.0,0.0,0.0,-0.00299612773660011,-3075.156333032584,1023301.7552609146,10,False,
2020-03-19,1023301.7552609146,-0.0008470802466197403,-866.8187032128286,0.0,0.0,0.0,-0.0008470802466197403,-866.8187032128286,1022434.9365577018,10,False,
2020-03-20,1022434.9365577018,-0.004828497249418737,-4936.824278878484,0.0,0.0,0.0,-0.004828497249418737,-4936.824278878484,1017498.1122788233,10,False,
2020-03-23,1017498.1122788233,0.002822365717938889,2871.7517901632855,0.0,0.0,0.0,0.002822365717938889,2871.7517901632855,1020369.8640689866,10,False,
2020-03-24,1020369.8640689866,0.004865130877125137,4964.232931770006,0.0,0.0,0.0,0.004865130877125137,4964.232931770006,1025334.0970007567,10,False,
2020-03-25,1025334.0970007567,0.0008300124783986811,851.0400950382717,0.0,0.0,0.0,0.0008300124783986811,851.0400950382717,1026185.1370957949,10,False,
2020-03-26,1026185.1370957949,-0.0004361060310945266,-447.5255273070398,1.0,0.001,1026.185137095795,-0.0014361060310945266,-1473.7106644028347,1024711.4264313921,10,True,2020-03-25
2020-03-27,1024711.4264313921,0.017207314929474953,17632.53222643647,0.0,0.0,0.0,0.017207314929474953,17632.53222643647,1042343.9586578285,10,False,
2020-03-30,1042343.9586578285,-0.013404634932698238,-13972.240240111696,0.0,0.0,0.0,-0.013404634932698238,-13972.240240111696,1028371.7184177168,10,False,
2020-03-31,1028371.7184177168,-0.004407617116186528,-4532.668787900081,0.0,0.0,0.0,-0.004407617116186528,-4532.668787900081,1023839.0496298167,10,False,
2020-04-01,1023839.0496298167,0.012586650464136382,12886.704249224083,0.0,0.0,0.0,0.012586650464136382,12886.704249224083,1036725.7538790407,10,False,
2020-04-02,1036725.7538790407,0.004486676913226297,4651.45350527622,0.0,0.0,0.0,0.004486676913226297,4651.45350527622,1041377.207384317,10,False,
2020-04-03,1041377.207384317,-0.0005762905577494366,-600.1358516710587,0.0,0.0,0.0,-0.0005762905577494366,-600.1358516710587,1040777.0715326458,10,False,
2020-04-06,1040777.0715326458,-0.004448927253005587,-4630.341477844933,0.0,0.0,0.0,-0.004448927253005587,-4630.341477844933,1036146.7300548009,10,False,
2020-04-07,1036146.7300548009,-0.009280329571621703,-9615.7831394667,0.0,0.0,0.0,-0.009280329571621703,-9615.7831394667,1026530.9469153342,10,False,
2020-04-08,1026530.9469153342,0.009288565484625502,9534.999922417706,0.0,0.0,0.0,0.009288565484625502,9534.999922417706,1036065.9468377519,10,False,
2020-04-09,1036065.9468377519,-0.00027862302363365756,-288.67182679180274,0.6730015426188038,0.0006730015426188038,697.2739804766186,-0.0009516245662524615,-985.9458072684214,1035080.0010304835,10,True,2020-04-08
2020-04-10,1035080.0010304835,2.2727043914151993e-06,2.3524308638080287,0.0,0.0,0.0,2.2727043914151993e-06,2.3524308638080287,1035082.3534613473,10,False,
2020-04-13,1035082.3534613473,0.008744144632558001,9050.909805274543,0.0,0.0,0.0,0.008744144632558001,9050.909805274543,1044133.2632666219,10,False,
2020-04-14,1044133.2632666219,-0.002511707446604007,-2622.5572925937163,0.0,0.0,0.0,-0.002511707446604007,-2622.5572925937163,1041510.7059740281,10,False,
2020-04-15,1041510.7059740281,-0.0034730665233390304,-3617.235966617597,0.0,0.0,0.0,-0.0034730665233390304,-3617.235966617597,1037893.4700074105,10,False,
2020-04-16,1037893.4700074105,-0.01635918371383792,-16979.089951243954,0.0,0.0,0.0,-0.01635918371383792,-16979.089951243954,1020914.3800561666,10,False,
2020-04-17,1020914.3800561666,0.005086032993431289,5192.404220434114,0.0,0.0,0.0,0.005086032993431289,5192.404220434114,1026106.7842766007,10,False,
2020-04-20,1026106.7842766007,0.004578608656923087,4698.141405416354,0.0,0.0,0.0,0.004578608656923087,4698.141405416354,1030804.925682017,10,False,
2020-04-21,1030804.925682017,-0.0026615295810782603,-2743.517802023866,0.0,0.0,0.0,-0.0026615295810782603,-2743.517802023866,1028061.4078799931,10,False,
2020-04-22,1028061.4078799931,0.0037607683182944744,3866.3007720162914,0.0,0.0,0.0,0.0037607683182944744,3866.3007720162914,1031927.7086520094,10,False,
2020-04-23,1031927.7086520094,0.00818045268678372,8441.635796808898,0.48728314714574894,0.00048728314714574896,502.84098149885267,0.007693169539637971,7938.794815310045,1039866.5034673194,10,True,2020-04-22
2020-04-24,1039866.5034673194,0.010518078775905491,10937.397799894667,0.0,0.0,0.0,0.010518078775905491,10937.397799894667,1050803.901267214,10,False,
2020-04-27,1050803.901267214,0.014196545680595467,14917.785585687932,0.0,0.0,0.0,0.014196545680595467,14917.785585687932,1065721.686852902,10,False,
2020-04-28,1065721.686852902,8.4723039501685e-05,90.29118057304078,0.0,0.0,0.0,8.4723039501685e-05,90.29118057304078,1065811.9780334749,10,False,
2020-04-29,1065811.9780334749,-0.006660078804589339,-7098.391764578185,0.0,0.0,0.0,-0.006660078804589339,-7098.391764578185,1058713.5862688967,10,False,
2020-04-30,1058713.5862688967,0.0024109556271672567,2552.5114783734234,0.0,0.0,0.0,0.0024109556271672567,2552.5114783734234,1061266.09774727,10,False,
2020-05-01,1061266.09774727,0.004033488774636222,4280.604892165601,0.0,0.0,0.0,0.004033488774636222,4280.604892165601,1065546.7026394357,10,False,
2020-05-04,1065546.7026394357,0.0052278355977298,5570.502983102051,0.0,0.0,0.0,0.0052278355977298,5570.502983102051,1071117.2056225378,10,False,
2020-05-05,1071117.2056225378,0.0041101020000843085,4402.400969153908,0.0,0.0,0.0,0.0041101020000843085,4402.400969153908,1075519.6065916917,10,False,
2020-05-06,1075519.6065916917,-0.020965715187924935,-22549.03775083048,0.0,0.0,0.0,-0.020965715187924935,-22549.03775083048,1052970.5688408613,10,False,
2020-05-07,1052970.5688408613,-0.0051981390952401865,-5473.487480028979,0.7117313900666108,0.0007117313900666108,749.4322066603361,-0.005909870485306798,-6222.919686689316,1046747.649154172,10,True,2020-05-06
